Product ID,Category,Sub-Category,Product Name,New Product ID
FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,FUR-CH-10003379-Global Comme
OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers,OFF-ST-10004963-Eldon Gobal 
OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,OFF-SU-10002881-Martin Yale 
OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",OFF-EN-10001335-White Busine
FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,FUR-CH-10000595-Safco Contou
FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,FUR-FU-10000448-Tenex Chairm
TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,TEC-PH-10000984-Panasonic KX
OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,OFF-ST-10001325-Sterilite Of
OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",OFF-BI-10002429-Premier Elli
OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,OFF-BI-10004528-Cardinal Pol
OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,OFF-AP-10001271-Eureka The B
FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",FUR-CH-10002647-Situations C
TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,TEC-AC-10001432-Enermax Auro
TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,TEC-PH-10002262-LG Electroni
TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,TEC-AC-10001465-SanDisk Cruz
TEC-PH-10002597,Technology,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,TEC-PH-10002597-Xblue XB-167
FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",FUR-FU-10000723-Deflect-o Ec
OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,OFF-BI-10000404-Avery Printa
OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,OFF-PA-10002986-Xerox 1898
OFF-SU-10001935,Office Supplies,Supplies,Staple remover,OFF-SU-10001935-Staple remov
FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,FUR-CH-10002024-HON 5400 Ser
FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",FUR-FU-10003039-Howard Mille
OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,OFF-FA-10004248-Advantus T-P
OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,OFF-ST-10001780-Tennsco 16-C
OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,OFF-AR-10003560-Zebra Zazzle
OFF-LA-10001297,Office Supplies,Labels,Avery 473,OFF-LA-10001297-Avery 473
FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,FUR-TA-10004256-Bretford “
OFF-PA-10003441,Office Supplies,Paper,Xerox 226,OFF-PA-10003441-Xerox 226
OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",OFF-BI-10000069-GBC Prepunch
OFF-AP-10003914,Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",OFF-AP-10003914-Sanitaire Vi
FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,FUR-FU-10004020-Advantus Pan
OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",OFF-FA-10003467-Alliance Big
TEC-PH-10002496,Technology,Phones,Cisco SPA301,TEC-PH-10002496-Cisco SPA301
OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,OFF-PA-10004530-Personal Cre
OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",OFF-BI-10001107-GBC White Gl
OFF-PA-10004451,Office Supplies,Paper,Xerox 222,OFF-PA-10004451-Xerox 222
FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,FUR-CH-10004997-Hon Every-Da
TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,TEC-PH-10000347-Cush Cases H
OFF-AR-10003394,Office Supplies,Art,Newell 332,OFF-AR-10003394-Newell 332
OFF-PA-10001450,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,OFF-PA-10001450-Rediform S.O
OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,OFF-SU-10001574-Acme Value L
FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",FUR-FU-10001475-Contract Clo
OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,OFF-SU-10004498-Martin-Yale 
TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ,TEC-PH-10000586-AT&T SB67148
OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,OFF-BI-10002764-Recycled Pre
OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",OFF-LA-10003930-Dot Matrix P
TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,TEC-PH-10003800-i.Sound Port
OFF-PA-10002005,Office Supplies,Paper,Xerox 225,OFF-PA-10002005-Xerox 225
OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,OFF-PA-10004101-Xerox 1894
OFF-AR-10004078,Office Supplies,Art,Newell 312,OFF-AR-10004078-Newell 312
OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,OFF-AP-10004708-Fellowes Sup
FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,FUR-FU-10001979-Dana Halogen
OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,OFF-SU-10004115-Acme Stainle
TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,TEC-PH-10001425-Mophie Juice
TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter,TEC-PH-10003963-GE 2-Jack Ph
OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",OFF-ST-10001490-Hot File 7-P
OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,OFF-PA-10002120-Xerox 1889
OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,OFF-BI-10000848-Angle-D Ring
TEC-PH-10003092,Technology,Phones,Motorola L804,TEC-PH-10003092-Motorola L80
OFF-LA-10004345,Office Supplies,Labels,Avery 493,OFF-LA-10004345-Avery 493
OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,OFF-PA-10001204-Xerox 1972
TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,TEC-PH-10004667-Cisco 8x8 In
OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,OFF-BI-10002949-Prestige Rou
FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",FUR-FU-10003849-DAX Metal Fr
FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",FUR-FU-10000010-DAX Value U-
OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,OFF-BI-10002824-Recycled Eas
TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,TEC-PH-10002538-Grandstream 
OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",OFF-BI-10002103-Cardinal Sla
FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",FUR-CH-10004853-Global Manag
OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,OFF-AP-10000179-Honeywell En
OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",OFF-ST-10001272-Mini 13-1/2 
FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",FUR-FU-10000221-Master Caste
OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,OFF-AP-10001563-Belkin Premi
OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",OFF-BI-10000605-Acco Pressbo
OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,OFF-ST-10001963-Tennsco Rega
TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,TEC-AC-10001267-Imation 32G
TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,TEC-PH-10002103-Jabra SPEAK 
TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",TEC-AC-10002857-Verbatim 25 
FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,FUR-CH-10001482-Office Star 
OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,OFF-BI-10001989-Premium Tran
OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,OFF-AP-10003287-Tripp Lite T
OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,OFF-BI-10004728-Wilson Jones
FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,FUR-FU-10000732-Eldon 200 Cl
OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,OFF-ST-10000585-Economy Roll
OFF-LA-10002787,Office Supplies,Labels,Avery 480,OFF-LA-10002787-Avery 480
OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,OFF-PA-10001934-Xerox 1993
OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",OFF-AP-10002457-Eureka The B
OFF-FA-10003112,Office Supplies,Fasteners,Staples,OFF-FA-10003112-Staples
OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,OFF-AP-10002350-Belkin F9H71
TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,TEC-AC-10001142-First Data F
TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,TEC-AC-10001101-Sony 16GB Cl
OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,OFF-AP-10002439-Tripp Lite I
OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,OFF-BI-10002827-Avery Durabl
OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,OFF-EN-10002230-Airmail Enve
OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,OFF-ST-10001511-Space Soluti
OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,OFF-SU-10004231-Acme Tagit S
TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,TEC-PH-10004042-ClearOne Com
FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",FUR-FU-10003096-Master Giant
FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,FUR-FU-10002759-12-1/2 Diame
FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",FUR-TA-10000688-Chromcraft B
OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",OFF-PA-10002377-Adams Teleph
OFF-AR-10001954,Office Supplies,Art,Newell 331,OFF-AR-10001954-Newell 331
OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,OFF-AP-10004532-Kensington 6
OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",OFF-PA-10002137-Southworth 1
OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,OFF-AP-10000804-Hoover Porta
TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",TEC-AC-10003614-Verbatim 25 
FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",FUR-FU-10003553-Howard Mille
OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,OFF-BI-10004632-Ibico Hi-Tec
OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,OFF-BI-10003305-Avery Hangin
OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,OFF-ST-10002583-Fellowes Nea
TEC-MA-10004125,Technology,Machines,Cubify CubeX 3D Printer Triple Head Print,TEC-MA-10004125-Cubify CubeX
OFF-LA-10001934,Office Supplies,Labels,Avery 516,OFF-LA-10001934-Avery 516
FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",FUR-BO-10004015-Bush Andora 
FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,FUR-FU-10004071-Luxo Profess
OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,OFF-ST-10002444-Recycled Eld
TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,TEC-AC-10002253-Imation Bio 
OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,OFF-PA-10000743-Xerox 1977
OFF-LA-10002312,Office Supplies,Labels,Avery 490,OFF-LA-10002312-Avery 490
OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",OFF-LA-10003510-Avery 4027 F
OFF-AR-10001118,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",OFF-AR-10001118-Binney & Smi
OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,OFF-BI-10001575-GBC Linen Bi
FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats","FUR-FU-10003394-Tenex ""The S"
FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,FUR-TA-10002774-Laminate Occ
OFF-PA-10001800,Office Supplies,Paper,Xerox 220,OFF-PA-10001800-Xerox 220
OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,OFF-AP-10001469-Fellowes 8 O
FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,FUR-BO-10003272-O'Sullivan L
OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes","OFF-EN-10001219-#10- 4 1/8"" "
OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,OFF-AP-10001154-Bionaire Per
TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,TEC-AC-10001606-Logitech Wir
OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,OFF-BI-10003355-Cardinal Hol
FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",FUR-FU-10002253-Howard Mille
OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,OFF-PA-10004092-Tops Green B
FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,FUR-TA-10000198-Chromcraft B
OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",OFF-ST-10000036-Recycled Dat
FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",FUR-FU-10000222-Seth Thomas 
OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,OFF-SU-10004664-Acme Softgri
OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",OFF-EN-10001141-Manila Recyc
TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,TEC-PH-10002170-ClearSounds 
OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,OFF-PA-10001954-Xerox 1964
FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",FUR-TA-10002228-Bevis Tradit
OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",OFF-ST-10004634-Personal Fol
TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,TEC-AC-10003610-Logitech Il
FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,FUR-BO-10001619-O'Sullivan C
OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,OFF-BI-10000138-Acco Translu
TEC-AC-10001383,Technology,Accessories,Logitech Wireless Touch Keyboard K400,TEC-AC-10001383-Logitech Wir
OFF-LA-10003223,Office Supplies,Labels,Avery 508,OFF-LA-10003223-Avery 508
OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,OFF-BI-10004094-GBC Standard
OFF-PA-10004971,Office Supplies,Paper,Xerox 196,OFF-PA-10004971-Xerox 196
OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack","OFF-SU-10004261-Fiskars 8"" S"
TEC-PH-10000004,Technology,Phones,Belkin iPhone and iPad Lightning Cable,TEC-PH-10000004-Belkin iPhon
OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,OFF-BI-10003638-GBC Durable 
FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,FUR-FU-10003577-Nu-Dell Leat
OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,OFF-BI-10000546-Avery Durabl
TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,TEC-CO-10002095-Hewlett Pack
FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,FUR-TA-10001095-Chromcraft R
OFF-LA-10004484,Office Supplies,Labels,Avery 476,OFF-LA-10004484-Avery 476
OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,OFF-EN-10001532-Brown Kraft 
TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,TEC-AC-10003174-Plantronics 
OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,OFF-BI-10004187-3-ring stapl
OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,OFF-ST-10000025-Fellowes Sto
FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,FUR-FU-10004306-Electrix Hal
FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,FUR-CH-10003746-Hon 4070 Ser
OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,OFF-BI-10001036-Cardinal Eas
OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,OFF-BI-10000301-GBC Instant 
OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,OFF-AR-10004648-Boston 19500
FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",FUR-FU-10002597-C-Line Magne
OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",OFF-AR-10003405-Dixon My Fir
FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,FUR-CH-10002335-Hon GuestSta
OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,OFF-PA-10003657-Xerox 1927
FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",FUR-BO-10004409-Safco Value 
TEC-AC-10000057,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,TEC-AC-10000057-Microsoft Na
OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,OFF-EN-10000056-Cameo Buff P
OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,OFF-BI-10000014-Heavy-Duty E
FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",FUR-CH-10004675-Lifetime Adv
OFF-BI-10001132,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",OFF-BI-10001132-Acco PRESSTE
FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,FUR-CH-10003199-Office Star 
TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,TEC-PH-10001530-Cisco Unifie
OFF-LA-10001569,Office Supplies,Labels,Avery 499,OFF-LA-10001569-Avery 499
OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,OFF-PA-10000176-Xerox 1887
OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,OFF-LA-10002271-Smead Alpha-
FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",FUR-FU-10004090-Executive Im
OFF-AP-10000576,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,OFF-AP-10000576-Belkin 7 Out
OFF-PA-10003953,Office Supplies,Paper,Xerox 218,OFF-PA-10003953-Xerox 218
FUR-FU-10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",FUR-FU-10000794-Eldon Stacka
OFF-AR-10001897,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,OFF-AR-10001897-Model L Tabl
TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,TEC-PH-10001795-ClearOne CHA
TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,TEC-AC-10004901-Kensington S
OFF-AR-10003190,Office Supplies,Art,Newell 32,OFF-AR-10003190-Newell 32
OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,OFF-AP-10000240-Belkin F9G93
TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,TEC-AC-10001838-Razer Tiamat
OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,OFF-PA-10003651-Xerox 1968
OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,OFF-BI-10003094-Self-Adhesiv
FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,FUR-CH-10001394-Global Leath
OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,OFF-BI-10004230-GBC Recycled
OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,OFF-PA-10003395-Xerox 1941
TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,TEC-AC-10002402-Razer Kraken
TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,TEC-AC-10003441-Kingston Dig
OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,OFF-FA-10002280-Advantus Pla
OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,OFF-SU-10000381-Acme Forged 
OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,OFF-EN-10004459-Security-Tin
FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",FUR-CH-10000665-Global Airfl
OFF-AP-10003884,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",OFF-AP-10003884-Fellowes Sma
TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,TEC-PH-10001557-Pyle PMP37LE
TEC-PH-10002085,Technology,Phones,Clarity 53712,TEC-PH-10002085-Clarity 5371
OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,OFF-AR-10002956-Boston 16801
OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",OFF-AP-10003266-Holmes Repla
TEC-MA-10004002,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,TEC-MA-10004002-Zebra GX420t
OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,OFF-BI-10001071-GBC ProClick
OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",OFF-PA-10001560-Adams Teleph
OFF-AR-10002578,Office Supplies,Art,Newell 335,OFF-AR-10002578-Newell 335
FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,FUR-BO-10001519-O'Sullivan 3
OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,OFF-BI-10001294-Fellowes Bin
OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,OFF-BI-10001636-Ibico Plasti
OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,OFF-SU-10002503-Acme Preferr
OFF-LA-10004093,Office Supplies,Labels,Avery 486,OFF-LA-10004093-Avery 486
FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black","FUR-FU-10003878-Linden 10"" R"
TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,TEC-AC-10000710-Maxell DVD-R
OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,OFF-AR-10002335-DIXON Oriole
OFF-PA-10001870,Office Supplies,Paper,Xerox 202,OFF-PA-10001870-Xerox 202
OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,OFF-PA-10001019-Xerox 1884
OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,OFF-SU-10002537-Acme Box Cut
OFF-ST-10003221,Office Supplies,Storage,Staple magnet,OFF-ST-10003221-Staple magne
OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,OFF-AR-10003752-Deluxe Chalk
TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,TEC-AC-10001714-Logitech MX
OFF-AR-10003958,Office Supplies,Art,Newell 337,OFF-AR-10003958-Newell 337
TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",TEC-PH-10002923-Logitech B53
OFF-LA-10004272,Office Supplies,Labels,Avery 482,OFF-LA-10004272-Avery 482
FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",FUR-FU-10000965-Howard Mille
OFF-LA-10004853,Office Supplies,Labels,Avery 483,OFF-LA-10004853-Avery 483
OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,OFF-BI-10003719-Large Capaci
