Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country,City,State,Postal Code,Region,New Product ID,Sales
US-2017-168620,24/12/2017,28/12/2017,Second Class,RB-19795,United States,Charlotte,North Carolina,28205,South,TEC-AC-10004469-Microsoft Sc,255.68
CA-2018-117079,23/10/2018,27/10/2018,Standard Class,JR-15700,United States,Jacksonville,Florida,32216,South,TEC-PH-10004586-Wilson Signa,863.88
US-2017-144393,28/10/2017,4/11/2017,Standard Class,SM-20950,United States,Greenville,North Carolina,27834,South,OFF-BI-10004236-XtraLife Cle,17.616
CA-2018-105053,7/07/2018,9/07/2018,Second Class,CS-12355,United States,Long Beach,New York,11561,East,OFF-BI-10001634-Wilson Jones,17.472
CA-2017-155992,1/10/2017,2/10/2017,First Class,CC-12220,United States,La Porte,Indiana,46350,Central,TEC-PH-10000215-Plantronics ,69.9
CA-2017-155992,1/10/2017,2/10/2017,First Class,CC-12220,United States,La Porte,Indiana,46350,Central,FUR-FU-10003724-Westinghouse,41.85
CA-2018-110380,2/09/2018,7/09/2018,Standard Class,PF-19225,United States,San Francisco,California,94122,West,OFF-AR-10000422-Pencil and C,6.57
US-2015-167738,24/12/2015,29/12/2015,Standard Class,JC-16105,United States,Los Angeles,California,90045,West,OFF-ST-10003306-Letter Size ,142.86
US-2015-167738,24/12/2015,29/12/2015,Standard Class,JC-16105,United States,Los Angeles,California,90045,West,FUR-CH-10001146-Global Value,292.272
CA-2018-121412,23/09/2018,27/09/2018,Standard Class,BG-11695,United States,Louisville,Colorado,80027,West,FUR-FU-10000246-Aluminum Doc,29.328
CA-2018-100426,4/06/2018,8/06/2018,Standard Class,DC-12850,United States,Florence,Alabama,35630,South,OFF-PA-10002870-Ampad Phone ,12.48
US-2017-103646,21/04/2017,26/04/2017,Standard Class,SP-20545,United States,Chicago,Illinois,60623,Central,OFF-ST-10000563-Fellowes Ban,102.336
US-2017-103646,21/04/2017,26/04/2017,Standard Class,SP-20545,United States,Chicago,Illinois,60623,Central,OFF-AP-10004487-Kensington 4,48.792
US-2017-103646,21/04/2017,26/04/2017,Standard Class,SP-20545,United States,Chicago,Illinois,60623,Central,OFF-BI-10002854-Performers B,44.848
CA-2017-119186,26/05/2017,26/05/2017,Same Day,MS-17710,United States,Fort Worth,Texas,76106,Central,OFF-PA-10004621-Xerox 212,10.368
CA-2017-119186,26/05/2017,26/05/2017,Same Day,MS-17710,United States,Fort Worth,Texas,76106,Central,FUR-CH-10001973-Office Star ,388.43
CA-2017-119186,26/05/2017,26/05/2017,Same Day,MS-17710,United States,Fort Worth,Texas,76106,Central,OFF-PA-10004040-Universal Pr,14.352
CA-2017-119186,26/05/2017,26/05/2017,Same Day,MS-17710,United States,Fort Worth,Texas,76106,Central,TEC-AC-10000580-Logitech G13,63.992
CA-2017-148698,2/05/2017,7/05/2017,Standard Class,BD-11770,United States,Houston,Texas,77070,Central,OFF-AR-10004022-Panasonic KP,86.352
CA-2015-163293,8/09/2015,11/09/2015,First Class,KC-16255,United States,Macon,Georgia,31204,South,TEC-AC-10004209-Memorex Frog,32.97
CA-2015-163293,8/09/2015,11/09/2015,First Class,KC-16255,United States,Macon,Georgia,31204,South,TEC-AC-10000023-Maxell 74 Mi,83.88
CA-2017-160815,5/09/2017,6/09/2017,First Class,TR-21325,United States,Cedar Rapids,Iowa,52402,Central,TEC-PH-10003505-Geemarc Ampl,278.4
CA-2018-122154,9/04/2018,11/04/2018,First Class,SA-20830,United States,Jacksonville,Florida,32216,South,OFF-LA-10000121-Avery 48,15.12
CA-2018-122154,9/04/2018,11/04/2018,First Class,SA-20830,United States,Jacksonville,Florida,32216,South,OFF-BI-10002026-Avery Arch R,17.43
CA-2018-122154,9/04/2018,11/04/2018,First Class,SA-20830,United States,Jacksonville,Florida,32216,South,OFF-PA-10000994-Xerox 1915,251.64
US-2016-149692,6/12/2016,12/12/2016,Standard Class,KW-16435,United States,Austin,Texas,78745,Central,OFF-BI-10002813-Avery Reinfo,2.772
CA-2017-119445,26/06/2017,3/07/2017,Standard Class,GM-14500,United States,Providence,Rhode Island,2908,East,OFF-ST-10000617-Woodgrain Ma,14.9
CA-2016-124268,4/07/2016,8/07/2016,Standard Class,AD-10180,United States,New York City,New York,10035,East,OFF-AR-10004817-Colorific Wa,15.48
CA-2017-154711,22/11/2017,26/11/2017,Standard Class,TB-21355,United States,New York City,New York,10009,East,FUR-FU-10000397-Luxo Economy,39.88
CA-2017-154711,22/11/2017,26/11/2017,Standard Class,TB-21355,United States,New York City,New York,10009,East,OFF-BI-10000605-Acco Pressbo,12.192
CA-2017-154711,22/11/2017,26/11/2017,Standard Class,TB-21355,United States,New York City,New York,10009,East,OFF-AR-10001860-BIC Liqua Br,20.82
CA-2017-163384,10/11/2017,12/11/2017,First Class,CC-12430,United States,San Francisco,California,94122,West,OFF-BI-10004970-ACCOHIDE 3-R,13.216
CA-2017-163384,10/11/2017,12/11/2017,First Class,CC-12430,United States,San Francisco,California,94122,West,OFF-PA-10003172-Xerox 1996,32.4
CA-2016-101707,27/08/2016,1/09/2016,Standard Class,PF-19165,United States,San Diego,California,92105,West,OFF-SU-10001218-Fiskars Soft,32.94
CA-2016-101707,27/08/2016,1/09/2016,Standard Class,PF-19165,United States,San Diego,California,92105,West,OFF-PA-10002968-Xerox 1973,114.2
CA-2016-101707,27/08/2016,1/09/2016,Standard Class,PF-19165,United States,San Diego,California,92105,West,OFF-LA-10000134-Avery 511,3.08
CA-2016-138898,25/05/2016,29/05/2016,Standard Class,JH-16180,United States,Pueblo,Colorado,81001,West,OFF-AP-10004487-Kensington 4,845.728
CA-2018-115427,30/12/2018,3/01/2019,Standard Class,EB-13975,United States,Fairfield,California,94533,West,OFF-BI-10002103-Cardinal Sla,13.904
CA-2018-115427,30/12/2018,3/01/2019,Standard Class,EB-13975,United States,Fairfield,California,94533,West,OFF-BI-10004632-GBC Binding ,20.72
CA-2017-134425,8/12/2017,12/12/2017,Second Class,QJ-19255,United States,Saint Paul,Minnesota,55106,Central,TEC-PH-10003555-Motorola HK2,114.95
CA-2016-121391,4/10/2016,7/10/2016,First Class,AA-10315,United States,San Francisco,California,94109,West,OFF-ST-10001590-Tenex Person,26.96
CA-2017-137043,23/12/2017,25/12/2017,Second Class,LC-17140,United States,Springfield,Virginia,22153,South,FUR-FU-10003664-Electrix Arc,572.76
CA-2017-137043,23/12/2017,25/12/2017,Second Class,LC-17140,United States,Springfield,Virginia,22153,South,FUR-FU-10003664-Electrix Arc,286.38
CA-2016-115847,19/09/2016,24/09/2016,Second Class,TC-21535,United States,Arlington,Virginia,22204,South,FUR-BO-10003433-Sauder Corne,61.96
US-2018-126179,3/07/2018,7/07/2018,Standard Class,CS-12460,United States,Columbus,Georgia,31907,South,FUR-FU-10002554-Westinghouse,23.99
US-2018-126179,3/07/2018,7/07/2018,Standard Class,CS-12460,United States,Columbus,Georgia,31907,South,TEC-PH-10001557-Pyle PMP37LE,287.97
CA-2017-101966,14/07/2017,16/07/2017,Second Class,BM-11785,United States,Houston,Texas,77036,Central,TEC-PH-10003437-Blue Parrot ,419.944
CA-2017-141397,20/06/2017,21/06/2017,First Class,RC-19825,United States,Pasadena,California,91104,West,OFF-PA-10002986-Xerox 1898,46.76
CA-2017-141397,20/06/2017,21/06/2017,First Class,RC-19825,United States,Pasadena,California,91104,West,OFF-BI-10000320-GBC Plastic ,17.712
CA-2017-141397,20/06/2017,21/06/2017,First Class,RC-19825,United States,Pasadena,California,91104,West,OFF-AP-10003971-Belkin 6 Out,21.78
CA-2017-141397,20/06/2017,21/06/2017,First Class,RC-19825,United States,Pasadena,California,91104,West,OFF-ST-10001469-Fellowes Ban,161.94
CA-2017-141397,20/06/2017,21/06/2017,First Class,RC-19825,United States,Pasadena,California,91104,West,FUR-CH-10003846-Hon Valutask,161.568
CA-2017-141082,9/12/2017,13/12/2017,Standard Class,FM-14380,United States,Lawrence,Massachusetts,1841,East,OFF-LA-10001404-Avery 517,3.69
CA-2017-141082,9/12/2017,13/12/2017,Standard Class,FM-14380,United States,Lawrence,Massachusetts,1841,East,OFF-LA-10001474-Avery 477,122.12
US-2017-134488,24/09/2017,1/10/2017,Standard Class,PK-19075,United States,Columbus,Ohio,43229,East,FUR-CH-10003199-Office Star ,155.372
CA-2017-145919,18/12/2017,23/12/2017,Standard Class,HG-14965,United States,Los Angeles,California,90032,West,OFF-PA-10003072-Eureka Recyc,38.88
CA-2017-145919,18/12/2017,23/12/2017,Standard Class,HG-14965,United States,Los Angeles,California,90032,West,FUR-FU-10004960-Seth Thomas ,183.84
CA-2017-145919,18/12/2017,23/12/2017,Standard Class,HG-14965,United States,Los Angeles,California,90032,West,OFF-SU-10003505-Premier Elec,579.3
CA-2018-157651,10/12/2018,14/12/2018,Standard Class,HA-14920,United States,Philadelphia,Pennsylvania,19120,East,TEC-AC-10003116-Memorex Frog,14.2
CA-2015-160773,1/07/2015,5/07/2015,Standard Class,LW-16825,United States,Deltona,Florida,32725,South,TEC-PH-10004586-Wilson Signa,575.92
CA-2015-160773,1/07/2015,5/07/2015,Standard Class,LW-16825,United States,Deltona,Florida,32725,South,OFF-BI-10000546-Avery Durabl,5.184
CA-2018-167703,3/02/2018,8/02/2018,Standard Class,MC-17575,United States,Cincinnati,Ohio,45231,East,OFF-BI-10002071-Fellowes Bla,5.229
CA-2018-167703,3/02/2018,8/02/2018,Standard Class,MC-17575,United States,Cincinnati,Ohio,45231,East,OFF-ST-10001490-Hot File 7-P,285.552
CA-2018-121804,3/03/2018,8/03/2018,Standard Class,LP-17095,United States,Murray,Kentucky,42071,South,OFF-AP-10004859-Acco 6 Outle,72.8
CA-2018-162635,9/10/2018,10/10/2018,First Class,EB-14170,United States,Wilmington,North Carolina,28403,South,OFF-PA-10002659-Avoid Verbal,10.816
CA-2015-107153,28/09/2015,3/10/2015,Standard Class,GZ-14545,United States,Lawrence,Massachusetts,1841,East,OFF-ST-10001321-Decoflex Han,46.26
US-2015-117058,27/05/2015,30/05/2015,First Class,LE-16810,United States,Chicago,Illinois,60653,Central,OFF-BI-10004139-Fellowes Pre,17.46
CA-2016-120439,14/06/2016,18/06/2016,Standard Class,AD-10180,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10001867-Eldon Expres,51.072
CA-2017-128258,30/03/2017,1/04/2017,First Class,CP-12085,United States,Norwich,Connecticut,6360,East,OFF-PA-10004156-Xerox 188,11.34
CA-2018-106033,15/10/2018,18/10/2018,Second Class,FG-14260,United States,San Francisco,California,94110,West,OFF-AR-10002818-Panasonic KP,87.92
CA-2017-142762,23/05/2017,27/05/2017,Standard Class,LD-17005,United States,San Francisco,California,94109,West,FUR-FU-10003691-Eldon Image ,37.05
CA-2018-127705,2/06/2018,6/06/2018,Standard Class,AB-10255,United States,Lorain,Ohio,44052,East,TEC-PH-10000347-Cush Cases H,2.97
CA-2018-127705,2/06/2018,6/06/2018,Standard Class,AB-10255,United States,Lorain,Ohio,44052,East,OFF-ST-10004507-Advantus Rol,27.44
CA-2015-122567,16/02/2015,21/02/2015,Standard Class,MN-17935,United States,Dallas,Texas,75220,Central,OFF-BI-10002012-Wilson Jones,1.08
CA-2015-122567,16/02/2015,21/02/2015,Standard Class,MN-17935,United States,Dallas,Texas,75220,Central,OFF-AP-10001303-Holmes Cool ,7.96
CA-2015-121664,6/05/2015,10/05/2015,Standard Class,HP-14815,United States,Los Angeles,California,90049,West,OFF-BI-10003684-Wilson Jones,140.736
CA-2017-122133,16/05/2017,23/05/2017,Standard Class,JR-15670,United States,Middletown,Connecticut,6457,East,OFF-ST-10002574-SAFCO Commer,552.56
US-2018-123281,2/04/2018,7/04/2018,Standard Class,JF-15190,United States,Los Angeles,California,90008,West,FUR-FU-10003724-Westinghouse,25.11
CA-2018-100524,31/03/2018,2/04/2018,Second Class,CM-12115,United States,New York City,New York,10011,East,FUR-FU-10004018-Tensor Compu,29.78
CA-2018-100524,31/03/2018,2/04/2018,Second Class,CM-12115,United States,New York City,New York,10011,East,TEC-PH-10002549-Polycom Soun,677.58
CA-2018-100524,31/03/2018,2/04/2018,Second Class,CM-12115,United States,New York City,New York,10011,East,OFF-PA-10004911-Rediform S.O,75.04
CA-2018-113481,2/01/2018,4/01/2018,First Class,AS-10045,United States,Jacksonville,North Carolina,28540,South,TEC-MA-10002178-Cisco CP-793,695.7
CA-2018-113481,2/01/2018,4/01/2018,First Class,AS-10045,United States,Jacksonville,North Carolina,28540,South,"OFF-BI-10003694-Avery 3 1/2""",15.66
CA-2018-113481,2/01/2018,4/01/2018,First Class,AS-10045,United States,Jacksonville,North Carolina,28540,South,OFF-BI-10000474-Avery Recycl,28.854
CA-2016-131758,28/05/2016,1/06/2016,Standard Class,KB-16315,United States,Freeport,New York,11520,East,OFF-AR-10000411-Boston 16701,47.82
CA-2016-131758,28/05/2016,1/06/2016,Standard Class,KB-16315,United States,Freeport,New York,11520,East,OFF-LA-10000262-Avery 494,13.05
CA-2015-118339,17/03/2015,24/03/2015,Standard Class,BN-11515,United States,Lakeville,Minnesota,55044,Central,OFF-AP-10001154-Bionaire Per,93.78
CA-2015-118339,17/03/2015,24/03/2015,Standard Class,BN-11515,United States,Lakeville,Minnesota,55044,Central,"OFF-PA-10000466-Memo Book, 1",47.18
CA-2015-118339,17/03/2015,24/03/2015,Standard Class,BN-11515,United States,Lakeville,Minnesota,55044,Central,OFF-AR-10003829-Newell 35,19.68
CA-2015-118339,17/03/2015,24/03/2015,Standard Class,BN-11515,United States,Lakeville,Minnesota,55044,Central,OFF-BI-10001758-Wilson Jones,53.4
CA-2015-118339,17/03/2015,24/03/2015,Standard Class,BN-11515,United States,Lakeville,Minnesota,55044,Central,OFF-BI-10000136-Avery Non-St,35.88
CA-2015-153976,3/10/2015,8/10/2015,Second Class,BP-11290,United States,Evanston,Illinois,60201,Central,FUR-CH-10002880-Global High-,258.279
CA-2017-162901,28/03/2017,31/03/2017,First Class,AS-10045,United States,Arlington,Virginia,22204,South,OFF-ST-10000649-Hanging Pers,31.4
CA-2018-162978,4/05/2018,9/05/2018,Standard Class,LW-16990,United States,San Francisco,California,94109,West,TEC-PH-10003092-Motorola L80,183.96
CA-2018-162978,4/05/2018,9/05/2018,Standard Class,LW-16990,United States,San Francisco,California,94109,West,OFF-PA-10002250-Things To Do,17.61
CA-2018-162978,4/05/2018,9/05/2018,Standard Class,LW-16990,United States,San Francisco,California,94109,West,FUR-TA-10003473-Bretford Rec,300.904
US-2015-160444,5/07/2015,5/07/2015,Same Day,DC-12850,United States,Houston,Texas,77036,Central,OFF-ST-10001522-Gould Plasti,220.776
US-2015-160444,5/07/2015,5/07/2015,Same Day,DC-12850,United States,Houston,Texas,77036,Central,OFF-ST-10000563-Fellowes Ban,281.424
CA-2017-145247,5/05/2017,7/05/2017,First Class,ND-18370,United States,Louisville,Kentucky,40214,South,OFF-PA-10003641-Xerox 1909,79.14
CA-2018-160045,26/04/2018,27/04/2018,First Class,LB-16735,United States,Fort Worth,Texas,76106,Central,FUR-FU-10000010-DAX Value U-,1.988
US-2015-151925,26/09/2015,1/10/2015,Second Class,KT-16465,United States,Los Angeles,California,90049,West,FUR-CH-10002961-Leather Task,145.568
CA-2018-125199,19/10/2018,25/10/2018,Standard Class,HM-14860,United States,Philadelphia,Pennsylvania,19120,East,OFF-AR-10002956-Boston 16801,123.256
CA-2018-125199,19/10/2018,25/10/2018,Standard Class,HM-14860,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10004041-It's Hot Mes,23.68
CA-2018-125199,19/10/2018,25/10/2018,Standard Class,HM-14860,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10001336-Digium D40 V,309.576
US-2018-155425,10/11/2018,11/11/2018,First Class,AB-10600,United States,Tucson,Arizona,85705,West,OFF-BI-10001036-Cardinal Eas,38.388
US-2018-155425,10/11/2018,11/11/2018,First Class,AB-10600,United States,Tucson,Arizona,85705,West,TEC-MA-10003183-DYMO CardSca,95.994
US-2018-155425,10/11/2018,11/11/2018,First Class,AB-10600,United States,Tucson,Arizona,85705,West,TEC-AC-10001314-Case Logic 2,239.952
US-2018-155425,10/11/2018,11/11/2018,First Class,AB-10600,United States,Tucson,Arizona,85705,West,TEC-PH-10002563-Adtran 12027,201.584
US-2018-155425,10/11/2018,11/11/2018,First Class,AB-10600,United States,Tucson,Arizona,85705,West,FUR-CH-10003312-Hon 2090 “,899.136
CA-2018-133249,8/07/2018,11/07/2018,First Class,SZ-20035,United States,Pico Rivera,California,90660,West,FUR-FU-10001588-Deflect-o Su,145.9
US-2016-103471,24/12/2016,28/12/2016,Standard Class,JR-15670,United States,Colorado Springs,Colorado,80906,West,FUR-BO-10002613-Atlantic Met,590.058
US-2016-103471,24/12/2016,28/12/2016,Standard Class,JR-15670,United States,Colorado Springs,Colorado,80906,West,OFF-AR-10003405-Dixon My Fir,14.04
CA-2018-136672,7/03/2018,12/03/2018,Standard Class,MG-17890,United States,Clinton,Maryland,20735,East,TEC-AC-10004510-Logitech Des,49.08
US-2015-157021,1/04/2015,6/04/2015,Second Class,KM-16720,United States,Vallejo,California,94591,West,OFF-LA-10002312-Avery 490,29.6
US-2015-157021,1/04/2015,6/04/2015,Second Class,KM-16720,United States,Vallejo,California,94591,West,OFF-BI-10000042-Pressboard D,17.088
CA-2016-120362,14/09/2016,19/09/2016,Standard Class,CA-12265,United States,Provo,Utah,84604,West,FUR-TA-10003008-Lesro Round ,912.75
CA-2015-126361,4/08/2015,9/08/2015,Second Class,VD-21670,United States,Pleasant Grove,Utah,84062,West,OFF-AP-10003590-Hoover WindT,1089.75
CA-2015-126361,4/08/2015,9/08/2015,Second Class,VD-21670,United States,Pleasant Grove,Utah,84062,West,OFF-PA-10000806-Xerox 1934,447.84
CA-2015-126361,4/08/2015,9/08/2015,Second Class,VD-21670,United States,Pleasant Grove,Utah,84062,West,OFF-AR-10000896-Newell 329,16.4
CA-2015-126361,4/08/2015,9/08/2015,Second Class,VD-21670,United States,Pleasant Grove,Utah,84062,West,TEC-PH-10002310-Panasonic KX,399.96
CA-2015-126361,4/08/2015,9/08/2015,Second Class,VD-21670,United States,Pleasant Grove,Utah,84062,West,OFF-ST-10002289-Safco Wire C,158.9
CA-2015-126361,4/08/2015,9/08/2015,Second Class,VD-21670,United States,Pleasant Grove,Utah,84062,West,OFF-BI-10002852-Ibico Standa,13.184
US-2017-100566,3/09/2017,9/09/2017,Standard Class,JK-16120,United States,Aurora,Illinois,60505,Central,"FUR-FU-10003394-Tenex ""The S",83.952
US-2017-108504,5/02/2017,5/02/2017,Same Day,PP-18955,United States,Smyrna,Georgia,30080,South,"OFF-ST-10002344-Carina 42""Hx",80.98
US-2017-108504,5/02/2017,5/02/2017,Same Day,PP-18955,United States,Smyrna,Georgia,30080,South,OFF-PA-10001289-White Comput,348.84
US-2017-108504,5/02/2017,5/02/2017,Same Day,PP-18955,United States,Smyrna,Georgia,30080,South,OFF-FA-10000053-Revere Boxed,9.45
US-2017-108504,5/02/2017,5/02/2017,Same Day,PP-18955,United States,Smyrna,Georgia,30080,South,FUR-FU-10004091-Eldon 200 Cl,18.84
US-2017-108504,5/02/2017,5/02/2017,Same Day,PP-18955,United States,Smyrna,Georgia,30080,South,FUR-BO-10004015-Bush Andora ,239.98
US-2017-108504,5/02/2017,5/02/2017,Same Day,PP-18955,United States,Smyrna,Georgia,30080,South,OFF-EN-10003001-Ames Color-F,167.96
US-2017-108504,5/02/2017,5/02/2017,Same Day,PP-18955,United States,Smyrna,Georgia,30080,South,TEC-PH-10000215-Plantronics ,104.85
US-2017-108504,5/02/2017,5/02/2017,Same Day,PP-18955,United States,Smyrna,Georgia,30080,South,TEC-PH-10003645-Aastra 57i V,484.83
US-2017-108504,5/02/2017,5/02/2017,Same Day,PP-18955,United States,Smyrna,Georgia,30080,South,OFF-PA-10000357-White Dual P,122.97
US-2017-108504,5/02/2017,5/02/2017,Same Day,PP-18955,United States,Smyrna,Georgia,30080,South,"OFF-ST-10004804-Belkin 19"" V",154.44
US-2017-108504,5/02/2017,5/02/2017,Same Day,PP-18955,United States,Smyrna,Georgia,30080,South,OFF-PA-10003892-Xerox 1943,342.37
CA-2018-124828,3/07/2018,4/07/2018,First Class,YS-21880,United States,Burlington,North Carolina,27217,South,OFF-AR-10003514-4009 Highlig,9.552
US-2018-117247,9/10/2018,14/10/2018,Standard Class,CK-12760,United States,Aurora,Illinois,60505,Central,FUR-TA-10002958-Bevis Oval C,652.45
US-2018-117247,9/10/2018,14/10/2018,Standard Class,CK-12760,United States,Aurora,Illinois,60505,Central,FUR-TA-10001676-Hon 61000 Se,66.645
CA-2017-124485,24/11/2017,26/11/2017,First Class,NC-18340,United States,New York City,New York,10035,East,OFF-BI-10000822-Acco PRESSTE,17.216
CA-2017-124485,24/11/2017,26/11/2017,First Class,NC-18340,United States,New York City,New York,10035,East,OFF-PA-10004971-Xerox 196,11.56
CA-2017-124485,24/11/2017,26/11/2017,First Class,NC-18340,United States,New York City,New York,10035,East,TEC-AC-10002323-SanDisk Ultr,88.4
CA-2017-124485,24/11/2017,26/11/2017,First Class,NC-18340,United States,New York City,New York,10035,East,OFF-PA-10004888-Xerox 217,6.48
CA-2017-159212,1/11/2017,5/11/2017,Standard Class,KM-16375,United States,Salem,Virginia,24153,South,TEC-PH-10003988-LF Elite 3D ,21.8
CA-2017-159212,1/11/2017,5/11/2017,Standard Class,KM-16375,United States,Salem,Virginia,24153,South,OFF-EN-10002230-Airmail Enve,251.79
US-2017-161396,19/04/2017,25/04/2017,Standard Class,GM-14455,United States,Columbus,Ohio,43229,East,FUR-TA-10002622-Bush Andora ,205.176
US-2017-161396,19/04/2017,25/04/2017,Standard Class,GM-14455,United States,Columbus,Ohio,43229,East,OFF-PA-10000418-Xerox 189,419.4
US-2015-118486,6/04/2015,8/04/2015,First Class,SD-20485,United States,Philadelphia,Pennsylvania,19143,East,OFF-SU-10004498-Martin-Yale ,10.304
US-2015-118486,6/04/2015,8/04/2015,First Class,SD-20485,United States,Philadelphia,Pennsylvania,19143,East,FUR-TA-10001039-KI Adjustabl,154.764
US-2015-118486,6/04/2015,8/04/2015,First Class,SD-20485,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10004659-Imation Sec,116.784
CA-2017-130407,2/09/2017,6/09/2017,Standard Class,KD-16270,United States,New York City,New York,10024,East,OFF-AR-10002240-Panasonic KP,75.48
CA-2017-130407,2/09/2017,6/09/2017,Standard Class,KD-16270,United States,New York City,New York,10024,East,FUR-FU-10001967-Telescoping ,39.98
US-2017-122245,25/09/2017,30/09/2017,Standard Class,AB-10105,United States,Phoenix,Arizona,85023,West,FUR-TA-10002356-Bevis Boat-S,393.165
CA-2018-105144,4/11/2018,11/11/2018,Standard Class,SZ-20035,United States,Grand Prairie,Texas,75051,Central,OFF-LA-10003923-Alphabetical,23.68
CA-2017-136329,9/07/2017,13/07/2017,Standard Class,JD-15895,United States,New York City,New York,10035,East,FUR-CH-10002335-Hon GuestSta,408.006
CA-2017-136329,9/07/2017,13/07/2017,Standard Class,JD-15895,United States,New York City,New York,10035,East,FUR-FU-10000723-Deflect-o Ec,165.28
CA-2015-146640,30/06/2015,5/07/2015,Standard Class,HA-14905,United States,New York City,New York,10024,East,OFF-BI-10002867-GBC Recycled,334.768
CA-2018-115994,28/01/2018,31/01/2018,Second Class,BT-11305,United States,Costa Mesa,California,92627,West,TEC-AC-10000580-Logitech G13,239.97
CA-2018-115994,28/01/2018,31/01/2018,Second Class,BT-11305,United States,Costa Mesa,California,92627,West,FUR-FU-10003976-DAX Executiv,37.74
CA-2016-126697,21/09/2016,24/09/2016,First Class,SV-20815,United States,Houston,Texas,77041,Central,TEC-PH-10002922-ShoreTel Sho,946.344
CA-2016-126697,21/09/2016,24/09/2016,First Class,SV-20815,United States,Houston,Texas,77041,Central,TEC-AC-10004353-Hypercom P13,151.2
CA-2016-126697,21/09/2016,24/09/2016,First Class,SV-20815,United States,Houston,Texas,77041,Central,FUR-FU-10001706-Longer-Life ,4.928
CA-2016-124800,26/09/2016,30/09/2016,Standard Class,RW-19540,United States,Mesa,Arizona,85204,West,OFF-PA-10000501-Petty Cash E,86.272
CA-2016-124800,26/09/2016,30/09/2016,Standard Class,RW-19540,United States,Mesa,Arizona,85204,West,OFF-BI-10000778-GBC VeloBind,72.588
CA-2016-124800,26/09/2016,30/09/2016,Standard Class,RW-19540,United States,Mesa,Arizona,85204,West,OFF-AP-10004980-3M Replaceme,60.672
CA-2016-124800,26/09/2016,30/09/2016,Standard Class,RW-19540,United States,Mesa,Arizona,85204,West,OFF-BI-10003984-Lock-Up Ease,77.031
CA-2016-124800,26/09/2016,30/09/2016,Standard Class,RW-19540,United States,Mesa,Arizona,85204,West,OFF-ST-10000798-2300 Heavy-D,119.904
CA-2016-124800,26/09/2016,30/09/2016,Standard Class,RW-19540,United States,Mesa,Arizona,85204,West,TEC-PH-10001750-Samsung Rugb,263.96
CA-2016-124800,26/09/2016,30/09/2016,Standard Class,RW-19540,United States,Mesa,Arizona,85204,West,OFF-ST-10002743-SAFCO Boltle,363.648
US-2016-164448,31/10/2016,4/11/2016,Second Class,DK-12835,United States,Salinas,California,93905,West,OFF-BI-10002949-Prestige Rou,9.728
US-2016-164448,31/10/2016,4/11/2016,Second Class,DK-12835,United States,Salinas,California,93905,West,OFF-EN-10002600-Redi-Strip #,14.75
US-2016-164448,31/10/2016,4/11/2016,Second Class,DK-12835,United States,Salinas,California,93905,West,OFF-BI-10003708-Acco Four Po,29.8
US-2016-164448,31/10/2016,4/11/2016,Second Class,DK-12835,United States,Salinas,California,93905,West,OFF-LA-10003510-Avery 4027 F,427.42
CA-2018-122700,26/11/2018,30/11/2018,Standard Class,LT-17110,United States,Columbus,Ohio,43229,East,TEC-PH-10003092-Motorola L80,220.752
CA-2015-120768,19/12/2015,21/12/2015,Second Class,IM-15070,United States,Florence,Alabama,35630,South,OFF-BI-10001191-Canvas Secti,152.76
CA-2015-120768,19/12/2015,21/12/2015,Second Class,IM-15070,United States,Florence,Alabama,35630,South,OFF-SU-10004115-Acme Stainle,7.27
CA-2015-120768,19/12/2015,21/12/2015,Second Class,IM-15070,United States,Florence,Alabama,35630,South,FUR-CH-10000513-High-Back Le,1819.86
US-2017-153129,26/12/2017,30/12/2017,Standard Class,FP-14320,United States,Seattle,Washington,98105,West,OFF-PA-10003673-Strathmore P,33.9
CA-2018-106852,20/06/2018,27/06/2018,Standard Class,ST-20530,United States,Parma,Ohio,44134,East,OFF-PA-10001639-Xerox 203,31.104
CA-2018-106852,20/06/2018,27/06/2018,Standard Class,ST-20530,United States,Parma,Ohio,44134,East,OFF-AR-10003829-Newell 35,5.248
CA-2016-139731,15/10/2016,15/10/2016,Same Day,JE-15745,United States,Amarillo,Texas,79109,Central,TEC-AC-10004975-Plantronics ,263.88
CA-2016-139731,15/10/2016,15/10/2016,Same Day,JE-15745,United States,Amarillo,Texas,79109,Central,FUR-CH-10002024-HON 5400 Ser,2453.43
CA-2018-122735,12/04/2018,15/04/2018,Second Class,BD-11320,United States,Providence,Rhode Island,2908,East,OFF-BI-10004364-Storex Dura ,29.7
CA-2018-122735,12/04/2018,15/04/2018,Second Class,BD-11320,United States,Providence,Rhode Island,2908,East,OFF-PA-10001712-Xerox 1948,39.96
CA-2018-128160,19/12/2018,24/12/2018,Second Class,MM-17920,United States,San Francisco,California,94110,West,OFF-BI-10001510-Deluxe Heavy,36.672
CA-2018-117695,5/08/2018,8/08/2018,First Class,PW-19030,United States,Richmond,Kentucky,40475,South,OFF-PA-10002713-Adams Phone ,13.76
CA-2016-166135,1/10/2016,6/10/2016,Standard Class,SC-20440,United States,Aurora,Colorado,80013,West,OFF-ST-10002974-Trav-L-File ,139.424
